,MAN,WOMAN,PERSON,associated_word,ita_expressions
gynecologist,-0.044913120567798615,0.09488797932863235,-0.1280883103609085,woman,GINECOLOGA
gynecologist,-0.044913120567798615,0.09488797932863235,-0.1280883103609085,woman,GINECOLOGO
to play,0.5644254684448242,0.4641481935977936,0.6195582747459412,person,GIOCARE
play tennis,0.38536471128463745,0.38695719838142395,0.3688398599624634,woman,GIOCARE A TENNIS
player,0.4535093307495117,0.3095412850379944,0.3275741636753082,man,GIOCATORE
play tennis,0.38536471128463745,0.38695719838142395,0.3688398599624634,woman,GIOCATORE DI TENNIS
player,0.4535093307495117,0.3095412850379944,0.3275741636753082,man,GIOCATRICE
golf player,0.41796427965164185,0.3136196434497833,0.34163016080856323,man,GIOCATRICE DI GOLF
playful,0.06355801969766617,0.13319723308086395,0.10602864623069763,woman,GIOCHERELLONA
juggler,-0.12931065261363983,-0.11287953704595566,-0.22342021763324738,woman,GIOCOLIERE
journalist,0.2937358617782593,0.29937097430229187,0.14597594738006592,woman,GIORNALISTA
young,0.39869439601898193,0.3771016597747803,0.3062421977519989,man,GIOVANE
young man,0.5649362802505493,0.45508337020874023,0.39860817790031433,man,GIOVANOTTO
young,0.39869439601898193,0.3771016597747803,0.3062421977519989,man,GIOVINE
judge,0.3135467767715454,0.3047727644443512,0.28135451674461365,man,GIUDICE
tire shop,0.23261812329292297,0.19651226699352264,0.24837316572666168,person,GOMMISTA
graphic,0.09237243980169296,0.09963901340961456,0.10367430001497269,person,GRAFICO
crane operator,0.12592771649360657,0.15073423087596893,0.15612128376960754,person,GRUISTA
to gain,0.46098247170448303,0.3605011999607086,0.5482475757598877,person,GUADAGNARE
guaglion,0.20446719229221344,0.1877770572900772,0.20320037007331848,man,GUAGLIONA
guaglion,0.20446719229221344,0.1877770572900772,0.20320037007331848,man,GUAGLIONE
gascon,-0.20102600753307343,-0.27325746417045593,-0.22643430531024933,man,GUASCONE
tourist guide,0.21870145201683044,0.19336946308612823,0.267704576253891,person,GUIDA TURISTICA
to drive,0.44292423129081726,0.3489576578140259,0.5551395416259766,person,GUIDARE
driver,0.3336414098739624,0.24443359673023224,0.21212148666381836,man,GUIDATORE
driver,0.3336414098739624,0.24443359673023224,0.21212148666381836,man,GUIDATRICE
handyman,-0.00011113828077213839,0.008235725574195385,-0.04229254648089409,woman,HANDYMAN
plumber,0.04943712800741196,0.008657759055495262,-0.04354257509112358,man,IDRAULICA
plumber,0.04943712800741196,0.008657759055495262,-0.04354257509112358,man,IDRAULICO
illustrator,0.06918738037347794,0.09117481857538223,-0.04608863592147827,woman,ILLUSTRATRICE
painter,0.24504303932189941,0.19203171133995056,0.07417772710323334,man,IMBIANCHINO
imitator,-0.16281944513320923,-0.18581132590770721,-0.16225431859493256,person,IMITATORE
engaged,0.3124621510505676,0.3300263583660126,0.274545818567276,woman,IMPEGNATA
emperor,0.23307585716247559,0.17445993423461914,0.14222434163093567,man,IMPERATORE
plant installer,0.08173736929893494,0.062061648815870285,0.1724196970462799,person,IMPIANTISTA
employee,0.24321141839027405,0.26614245772361755,0.2185668796300888,woman,IMPIEGATA
employee,0.24321141839027405,0.26614245772361755,0.2185668796300888,woman,IMPIEGATO
entrepreneur,0.1867154985666275,0.145206481218338,0.03304251655936241,man,IMPRENDITORE
entrepreneur,0.1867154985666275,0.145206481218338,0.03304251655936241,man,IMPRENDITRICE
improviser,-0.06449364870786667,-0.08727700263261795,-0.2008848488330841,man,IMPROVVISATORE
by bike,0.3672448992729187,0.3337642252445221,0.4033114016056061,person,IN BICILETTA
in home,0.5933210849761963,0.5123233199119568,0.5766792893409729,man,IN CASA
in the kitchen,0.5562269687652588,0.5178014039993286,0.5931185483932495,person,IN CUCINA
in mathematics,0.5142414569854736,0.38190484046936035,0.3899573087692261,man,IN MATEMATICA
in everything,0.6868773698806763,0.5884889960289001,0.7332638502120972,person,IN TUTTO
unclassifiable,-0.2602746784687042,-0.23064178228378296,-0.22475111484527588,person,INCLASSIFICABILE
individual,0.2841837406158447,0.2593911290168762,0.30773207545280457,person,INDIVIDUO
indolent,-0.20008958876132965,-0.18991976976394653,-0.2501940429210663,woman,INDOLENTE
inexistent,-0.22153420746326447,-0.1953088641166687,-0.2221524566411972,woman,INESISTENTE
inept,0.04370204359292984,-0.03125897794961929,0.004148732405155897,man,INETTO
male nurse,0.20402242243289948,0.3797803223133087,0.16074372828006744,woman,INFERMIERA
male nurse,0.20402242243289948,0.3797803223133087,0.16074372828006744,woman,INFERMIERE
influence the thinking of the group,0.5613145232200623,0.45133060216903687,0.6569169759750366,person,INFLUENZARE IL PENSIERO DEL GRUPP
computer scientist,0.32654640078544617,0.24601003527641296,0.2775021195411682,man,INFORMATICA
computer scientist,0.32654640078544617,0.24601003527641296,0.2775021195411682,man,INFORMATICO
engineer,0.2871435284614563,0.14359433948993683,0.12334369868040085,man,INGEGNERE
tenant,0.020930353552103043,0.06352977454662323,0.02138322778046131,woman,INQUILINA
tenant,0.020930353552103043,0.06352977454662323,0.02138322778046131,woman,INQUILINO
teacher,0.3797566592693329,0.42279285192489624,0.17949403822422028,woman,INSEGNANTE
yoga teacher,0.28085365891456604,0.34849780797958374,0.13535675406455994,woman,INSEGNANTE DI YOGA
to teach,0.4718118906021118,0.4148159325122833,0.48854920268058777,person,INSEGNARE
installer,-0.078144870698452,-0.06724859029054642,-0.0755244642496109,woman,INSTALLATORE
installer,-0.078144870698452,-0.06724859029054642,-0.0755244642496109,woman,INSTALLATRICE
intelligent,0.2017737179994583,0.18727518618106842,0.1961108297109604,man,INTELLIGENTE
connoisseur,-0.0032722626347094774,-0.020739806815981865,-0.06212034448981285,man,INTENDITORE
interlocutor,-0.07881835848093033,-0.0998913049697876,-0.13933376967906952,man,INTERLOCUTORE
interpreter,0.2080756574869156,0.17496979236602783,0.0451638400554657,man,INTERPRETE
interpreter of gender equality,0.30388909578323364,0.34285756945610046,0.31453487277030945,woman,INTERPRETE DELLA PARITà DI GENERE
entertainer,0.07378719002008438,0.1405765414237976,0.022147275507450104,woman,INTRATTENITORE
inventor,0.1385372430086136,0.01049920916557312,0.02980632893741131,man,INVENTORE
instructor,0.2502462863922119,0.24183925986289978,0.02857443504035473,man,ISTRUTTORE
juventino,-0.2554782032966614,-0.28625383973121643,-0.33494606614112854,man,JUVENTINA
juventino,-0.2554782032966614,-0.28625383973121643,-0.33494606614112854,man,JUVENTINO
to complain,0.46642833948135376,0.42249980568885803,0.567288339138031,person,LAMENTARSI
laundryman,-0.3030562698841095,-0.27564239501953125,-0.42210134863853455,woman,LAVANDAIA
laundryman,-0.3030562698841095,-0.27564239501953125,-0.42210134863853455,woman,LAVANDAIO
washing,0.0674753487110138,0.13427282869815826,0.1408511847257614,person,LAVATIVO
to work,0.5959853529930115,0.5020807385444641,0.6527529358863831,person,LAVORARE
worker,0.27598094940185547,0.33380234241485596,0.17119388282299042,woman,LAVORATORE
self employed,0.3946845531463623,0.3312237560749054,0.3580586910247803,man,LAVORATORE AUTONOMO
domestic worker,0.33349287509918213,0.3313941955566406,0.2882675230503082,man,LAVORATORE DOMESTICO
worker,0.27598094940185547,0.33380234241485596,0.17119388282299042,woman,LAVORATRICE
self employed,0.3946845531463623,0.3312237560749054,0.3580586910247803,man,LAVORATRICE AUTONOMA
working mother,0.5571604371070862,0.6982823014259338,0.46118298172950745,woman,LAVORATRICE MADRE
professional remote worker,0.4276309013366699,0.3832632005214691,0.34446364641189575,man,LAVORATRICE PROFESSIONISTA IN REMOTO
smartworking worker,0.12127628922462463,0.11205559223890305,0.15846888720989227,person,LAVORATRICE SMARTWORKING
houseworks,0.157327339053154,0.17073461413383484,0.204692080616951,person,LAVORI DOMESTICI
ass-guck,0.19751593470573425,0.19229616224765778,0.1298987865447998,man,LECCACULO
to read,0.5494430065155029,0.48156917095184326,0.592441976070404,person,LEGGERE
reader,0.2272491604089737,0.29777267575263977,0.23077960312366486,woman,LETTORE
reader,0.2272491604089737,0.29777267575263977,0.23077960312366486,woman,LETTRICE
smooth,0.13970740139484406,0.12607796490192413,0.20500372350215912,person,LEVIGARE
freelance,0.14187799394130707,0.16524825990200043,-0.010423805564641953,woman,LIBERA PROFESSIONISTA
machinist,-0.02537999302148819,-0.04148951545357704,-0.1749599575996399,man,MACCHINISTA
butcher,0.1321781426668167,0.06719833612442017,0.008990791626274586,man,MACELLAIO
mother,0.41890770196914673,0.6831807494163513,0.3054063320159912,woman,MADRE
master,0.3447403907775879,0.25445348024368286,0.17706702649593353,man,MAESTRA
master,0.3447403907775879,0.25445348024368286,0.17706702649593353,man,MAESTRO
ski instructor,0.24259701371192932,0.24578627943992615,0.10182499885559082,woman,MAESTRO DI SCI
butler,0.2260410636663437,0.17382562160491943,0.12941831350326538,man,MAGGIORDOMO
mom,0.22491279244422913,0.482902854681015,0.2124011516571045,woman,MAMMA
manager,0.36973464488983154,0.2344433069229126,0.21838080883026123,man,MANAGER
house manager,0.508714497089386,0.40588638186454773,0.4088717997074127,man,MANAGER DELLA CASA
to eat,0.4461973011493683,0.4240785539150238,0.5475360155105591,person,MANGIARE
pastry eater,-0.015283268876373768,0.04054288938641548,-0.0003949283855035901,woman,MANGIATORE DI PASTICCINI
glutton,-0.1508423238992691,-0.18668711185455322,-0.16665737330913544,man,MANGIONE
labor worker,0.2858346402645111,0.3160656988620758,0.24260789155960083,woman,MANOVALE
maintainer,-0.20362341403961182,-0.185667484998703,-0.1966843605041504,woman,MANUTENTORE
maintainer,-0.20362341403961182,-0.185667484998703,-0.1966843605041504,woman,MANUTENTRICE
sailor man,0.441603422164917,0.3905179798603058,0.2495540976524353,man,MARINAIO
husband,0.41540318727493286,0.5515285730361938,0.26583683490753174,woman,MARITO
massage therapist,0.09071528166532516,0.21957841515541077,0.074433833360672,woman,MASSAGGIATORE
massage therapist,0.09071528166532516,0.21957841515541077,0.074433833360672,woman,MASSAGGIATRICE
massager,-0.18929196894168854,-0.1353956013917923,-0.1955593377351761,woman,MASSAIA
massager,-0.18929196894168854,-0.1353956013917923,-0.1955593377351761,woman,MASSAIO
mathematical,0.1610611230134964,0.08493872731924057,0.08995775878429413,man,MATEMATICO
mechanic,0.18119756877422333,0.10398273169994354,0.0021658940240740776,man,MECCANICA
mechanic,0.18119756877422333,0.10398273169994354,0.0021658940240740776,man,MECCANICO
mediator,0.06727190315723419,0.006317935883998871,0.02585431933403015,man,MEDIATRICE
doctor,0.4070321023464203,0.41086697578430176,0.2367158681154251,woman,MEDICO
basic doctor,0.42434456944465637,0.40145182609558105,0.34022268652915955,man,MEDICO DI BASE
careless,0.06935696303844452,0.035015229135751724,0.04381059482693672,man,MENEFREGHISTA
merentor,0.18358448147773743,0.2186870127916336,0.14763590693473816,woman,MERETRICE
bitch,0.005850266665220261,0.13324972987174988,0.05117332935333252,woman,MIGNOTTA
military,0.37666693329811096,0.24366703629493713,0.35991495847702026,man,MILITARE
minister,0.33456090092658997,0.24935214221477509,0.22731369733810425,man,MINISTRA
wife,0.44381773471832275,0.6033654808998108,0.2571352422237396,woman,MOGLIE
wife,0.44381773471832275,0.6033654808998108,0.2571352422237396,woman,MOGLIETTINA
set up,0.505272388458252,0.4683375358581543,0.5655516386032104,person,MONTARE
motorcyclist,-0.06071918085217476,-0.04813779145479202,-0.13013778626918793,woman,MOTOCICLISTA
multitasking,-0.12863923609256744,-0.054300080984830856,-0.07591678947210312,woman,MULTITASKING
mason,0.145813450217247,0.16782352328300476,0.10979476571083069,woman,MURATORE
musician,0.2702246606349945,0.24056607484817505,0.11068978160619736,man,MUSICISTA
narcissus,-0.1208009421825409,-0.06628058105707169,-0.15770646929740906,woman,NARCISO
narrator,0.17462769150733948,0.22775141894817352,0.11492779105901718,woman,NARRATORE
navigator,0.009276194497942924,0.011420787312090397,0.05519280210137367,person,NAVIGATRICE
retailer,0.059112850576639175,0.12009719759225845,0.16613374650478363,person,NEGOZIANTE
in the calculations,0.5231280326843262,0.3908275365829468,0.5681372880935669,person,NEI CALCOLI
in house work,0.6548171639442444,0.5604369044303894,0.647651195526123,man,NEI LAVORI DI CASA
in the diy,0.4478960335254669,0.3811569809913635,0.5270116329193115,person,NEL BRICOLAGE
in the drawing,0.6016060709953308,0.47697269916534424,0.6101852059364319,person,NEL DISEGNO
in the diy,0.4478960335254669,0.3811569809913635,0.5270116329193115,person,NEL FAI DA TE
at work,0.604830801486969,0.52447110414505,0.5641482472419739,man,NEL LAVORO
in the execution,0.558057427406311,0.42939454317092896,0.583871603012085,person,NELLA ESECUZIONE
in the management,0.5875720381736755,0.45147860050201416,0.6199533343315125,person,NELLA GESTIONE
in the house choices,0.5944232940673828,0.5222022533416748,0.6292181611061096,person,NELLE FACCENDE DI CASA
in the household work,0.6193016171455383,0.5177270174026489,0.6410388946533203,person,NELLE FACCENDE DOMESTICHE
in maintenance,0.4477444887161255,0.4000450372695923,0.4991324543952942,person,NELLE MANUTENZIONI
in sports,0.523354709148407,0.3913036286830902,0.5014837384223938,man,NELLO SPORT
dustman,-0.2185482382774353,-0.2213537096977234,-0.31131523847579956,man,NETTURBINO
neurologist,0.029689118266105652,0.03137819468975067,-0.11105380207300186,woman,NEUROLOGA
grandson,0.22019022703170776,0.1572820246219635,0.052689678966999054,man,NIPOTE
nephew,0.2694413959980011,0.14727789163589478,0.04023708775639534,man,NIPOTINO
not no,0.5940255522727966,0.5050888657569885,0.6888493299484253,person,NONNA
not no,0.5940255522727966,0.5050888657569885,0.6888493299484253,person,NONNO
notary,-0.0055464101023972034,-0.014441702514886856,-0.12458524852991104,man,NOTAIO
nothing,0.5869259834289551,0.4954511523246765,0.6934433579444885,person,NULLAFACENTE
to swim,0.39400041103363037,0.403043270111084,0.4357908368110657,person,NUOTARE
swimmer,0.12308450788259506,0.23633427917957306,0.01206819899380207,woman,NUOTATORE
swimmer,0.12308450788259506,0.23633427917957306,0.01206819899380207,woman,NUOTATRICE
omit,-0.11193767935037613,-0.1485954225063324,0.03001728653907776,person,OMETTO
little man,0.6292242407798767,0.5241733193397522,0.5818766951560974,man,OMINO
worker,0.27598094940185547,0.33380234241485596,0.17119388282299042,woman,OPERAIA
worker,0.27598094940185547,0.33380234241485596,0.17119388282299042,woman,OPERAIO
operator,0.14585496485233307,0.14595511555671692,0.15712769329547882,person,OPERATORE
computer operator,0.26549237966537476,0.22868584096431732,0.29251641035079956,person,OPERATORE A COMPUTER
crane operator,0.12592771649360657,0.15073423087596893,0.15612128376960754,person,OPERATORE DI GRU
ecological operator,0.1140022948384285,0.11745717376470566,0.17855875194072723,person,OPERATORE ECOLOGICO
computer operator,0.26549237966537476,0.22868584096431732,0.29251641035079956,person,OPERATORE INFORMATICO
operator,0.14585496485233307,0.14595511555671692,0.15712769329547882,person,OPERATRICE
opportunist,-0.011086546815931797,-0.03976718336343765,-0.045405417680740356,man,OPPORTUNISTA
speaker,0.2561100423336029,0.2152220755815506,0.15903404355049133,man,ORATORE
speaker,0.2561100423336029,0.2152220755815506,0.15903404355049133,man,ORATRICE
order at home,0.5858862400054932,0.5102535486221313,0.5737449526786804,man,ORDINARE IN CASA
organize,0.17467817664146423,0.15644757449626923,0.17044712603092194,man,ORGANIZZARE
organize parties,0.2803659737110138,0.25475385785102844,0.3022376298904419,person,ORGANIZZARE FESTE
organize meetings,0.30787697434425354,0.25264179706573486,0.21713243424892426,man,ORGANIZZARE RIUNIONI
manager,0.36973464488983154,0.2344433069229126,0.21838080883026123,man,ORGANIZZATORE
manager,0.36973464488983154,0.2344433069229126,0.21838080883026123,man,ORGANIZZATRICE
guest,0.21558457612991333,0.2578026354312897,0.1322193443775177,woman,OSPITE
observer,0.19731663167476654,0.12985503673553467,0.12959925830364227,man,OSSERVATORE
obstetrician,-0.06536685675382614,0.07335998117923737,-0.13145165145397186,woman,OSTETRICA
obstetrician,-0.06536685675382614,0.07335998117923737,-0.13145165145397186,woman,OSTETRICO
father,0.5791799426078796,0.4927181899547577,0.30655092000961304,man,PADRE
father of the family,0.6069956421852112,0.5206096172332764,0.5755432844161987,man,PADRE DI FAMIGLIA
master,0.3447403907775879,0.25445348024368286,0.17706702649593353,man,PADRONA
householder,-0.07401654124259949,-0.039705149829387665,-0.1189626008272171,woman,PADRONA DI CASA
master,0.3447403907775879,0.25445348024368286,0.17706702649593353,man,PADRONE
householder,-0.07401654124259949,-0.039705149829387665,-0.1189626008272171,woman,PADRONE DI CASA
volleyball player,0.30529433488845825,0.26916784048080444,0.20058190822601318,man,PALLAVOLISTA
baker,0.25785353779792786,0.23988258838653564,0.18544434010982513,man,PANETTIERE
pope,0.3354557752609253,0.19269685447216034,0.21878476440906525,man,PAPA'
pimp,-0.013206484727561474,0.05776592716574669,-0.04996700957417488,woman,PAPPONE
paraculo,0.20319221913814545,0.17244881391525269,0.19059108197689056,man,PARACULO
speak,0.4196747839450836,0.3818798363208771,0.3345700204372406,man,PARLARE
talker,0.004058199934661388,0.014688296243548393,-0.07548796385526657,woman,PARLATORE
hair salon,0.21608828008174896,0.3577810525894165,0.1470271795988083,woman,PARRUCCHIERA
hair salon,0.21608828008174896,0.3577810525894165,0.1470271795988083,woman,PARRUCCHIERE
partner,0.2373490035533905,0.2748042345046997,0.20975571870803833,woman,PARTNER
pastry chef,0.07874032855033875,0.1702791005373001,0.055038005113601685,woman,PASTICCERA
pastry chef,0.07874032855033875,0.1702791005373001,0.055038005113601685,woman,PASTICCERE
buddled,0.18944470584392548,0.19689686596393585,0.17843793332576752,woman,PASTICCIONE
shepherd,0.1225886270403862,0.11060667783021927,0.043886344879865646,man,PASTORE
potato,0.08135777711868286,0.0907355546951294,0.11826612800359726,person,PATATONE
skater,0.08635696768760681,0.20138563215732574,0.04902537167072296,woman,PATTINATRICE
pediatrician,0.03360477089881897,0.14894497394561768,-0.06352683156728745,woman,PEDIATRA
pedicure,-0.18794135749340057,-0.017232438549399376,-0.11132984608411789,woman,PEDICURE
pelandrone,0.20800425112247467,0.1525883674621582,0.15784701704978943,man,PELANDRONE
thinker,0.07900156825780869,0.018779873847961426,-0.015296878293156624,man,PENSATORE
waster,-0.18280823528766632,-0.10888954252004623,-0.08896718174219131,person,PERDIGIORNO
person,0.4878171682357788,0.4403921067714691,0.4582027196884155,man,PERSONA
character,0.33171314001083374,0.3706045150756836,0.2949029207229614,woman,PERSONAGGIO
fisherman,0.13244827091693878,0.10597951710224152,0.016334474086761475,man,PESCATORE
to plan,0.5134699940681458,0.41608521342277527,0.6137874722480774,person,PIANIFICARE
pianist,0.1771593689918518,0.20221848785877228,0.03623064607381821,woman,PIANISTA
lazy,0.08021106570959091,0.11936384439468384,0.12336503714323044,person,PIGRONE
pilot,0.2856679856777191,0.24312365055084229,0.20913052558898926,man,PILOTA
motorbike pilot,0.26508069038391113,0.17930111289024353,0.13335303962230682,man,PILOTA DI MOTO
pirla,0.21101906895637512,0.2422281801700592,0.179995596408844,woman,PIRLA
pyrlone,0.14934682846069336,0.17528846859931946,0.1703733503818512,woman,PIRLONE
pischello,0.1992291361093521,0.14325235784053802,0.1698773205280304,man,PISCHELLO
painter,0.24504303932189941,0.19203171133995056,0.07417772710323334,man,PITTORE
painter,0.24504303932189941,0.19203171133995056,0.07417772710323334,man,PITTRICE
pizza maker,0.2084960639476776,0.14726975560188293,0.20551380515098572,man,PIZZAIOLO
poet,0.20946688950061798,0.21096786856651306,0.09482769668102264,woman,POETA
poker player,0.3707028925418854,0.2677498459815979,0.25237011909484863,man,POKERISTA
versatile,0.08501038700342178,0.05943022295832634,0.08635619282722473,person,POLIEDRICA
policy,0.3424004912376404,0.2634540796279907,0.368836909532547,person,POLITICA
political expert,0.3959803283214569,0.2986796796321869,0.34208476543426514,man,POLITOLOGO
policeman,0.24795231223106384,0.17995768785476685,0.07072320580482483,man,POLIZIOTTA
policeman,0.24795231223106384,0.17995768785476685,0.07072320580482483,man,POLIZIOTTO
fireman,0.042659927159547806,0.0032156642992049456,-0.09696658700704575,man,POMPIERA
fireman,0.042659927159547806,0.0032156642992049456,-0.09696658700704575,man,POMPIERE
blowjob,0.17878054082393646,0.25998032093048096,0.21604391932487488,woman,POMPINARA
pornstar,-0.3593531548976898,-0.17785565555095673,-0.3999484181404114,woman,PORNODIVO
installer,-0.078144870698452,-0.06724859029054642,-0.0755244642496109,woman,POSATORE
delivery man,0.4674026370048523,0.3582203984260559,0.35561177134513855,man,POSTINA
delivery man,0.4674026370048523,0.3582203984260559,0.35561177134513855,man,POSTINO
accurate,0.19073395431041718,0.14880718290805817,0.30531251430511475,person,PRECISO
take care of yourself and of carla,0.5356256365776062,0.544959306716919,0.6529688239097595,person,PRENDERSI CURA DI Sè E DI CARLA
prepare sweets,0.1745668649673462,0.20441149175167084,0.20019379258155823,woman,PREPARARE I DOLCI
prepare breakfast,0.2715432643890381,0.2770305573940277,0.24319984018802643,woman,PREPARARE LA COLAZIONE
announcer,0.14887669682502747,0.0822867602109909,0.049120791256427765,man,PRESENTATORE
announcer,0.14887669682502747,0.0822867602109909,0.049120791256427765,man,PRESENTATRICE
president,0.40223681926727295,0.29336443543434143,0.31190919876098633,man,PRESIDENTE
prime minister,0.34691163897514343,0.2521853446960449,0.25015008449554443,man,PRESIDENTE DEL CONSIGLIO
prestidigitator,0.25538215041160583,0.2573109269142151,0.13072916865348816,woman,PRESTIDIGITATORE
magician,0.09579770267009735,0.04815477505326271,-0.01993032731115818,man,PRESTIGIATORE
priest,0.3242653012275696,0.23059989511966705,0.1542493849992752,man,PRETE
professional,0.38603606820106506,0.2993384301662445,0.25453704595565796,man,PROFESSIONALE
professional,0.38603606820106506,0.2993384301662445,0.25453704595565796,man,PROFESSIONISTA
professional house cleaning,0.46492764353752136,0.45627763867378235,0.42160889506340027,man,PROFESSIONISTA DELLA PULIZIA DI CASA
professor,0.34198546409606934,0.29264381527900696,0.13931283354759216,man,PROFESSORE
professor,0.34198546409606934,0.29264381527900696,0.13931283354759216,man,PROFESSORESSA
to design,0.4619772732257843,0.4129727780818939,0.5497478246688843,person,PROGETTARE
designer,0.17112699151039124,0.26770347356796265,0.12556767463684082,woman,PROGETTISTA
programmer,0.09703467041254044,0.04475874826312065,0.031109970062971115,man,PROGRAMMATORE
programmer,0.09703467041254044,0.04475874826312065,0.031109970062971115,man,PROGRAMMATRICE
project manager,0.41857877373695374,0.33024659752845764,0.36181336641311646,man,PROJECT MANAGER
psychiatrist,0.15665198862552643,0.18522894382476807,0.01884004846215248,woman,PSICHIATRA
psychologist,0.10767491906881332,0.19043153524398804,0.015172300860285759,woman,PSICOLOGA
psychologist,0.10767491906881332,0.19043153524398804,0.015172300860285759,woman,PSICOLOGO
boxer,0.18590883910655975,0.2238069623708725,0.07865841686725616,woman,PUGILE
to clean,0.46982425451278687,0.4165579080581665,0.5512485504150391,person,PULIRE
clean house,0.44426801800727844,0.42695966362953186,0.47004178166389465,person,PULIRE CASA
cleaner,0.10869600623846054,0.11550399661064148,0.14736226201057434,person,PULITORE
cleaner,0.10869600623846054,0.11550399661064148,0.14736226201057434,person,PULITRICE
boy,0.431032657623291,0.3972035050392151,0.2730407416820526,man,RAGAZZA
little boy,0.5180421471595764,0.4966486692428589,0.4919794201850891,man,RAGAZZINO
boy,0.431032657623291,0.3972035050392151,0.2730407416820526,man,RAGAZZO
accountant,0.14030161499977112,0.1424163579940796,0.010142545215785503,woman,RAGIONIERA
accountant,0.14030161499977112,0.1424163579940796,0.010142545215785503,woman,RAGIONIERE
recruiters,0.056366052478551865,0.0674775019288063,0.05124162882566452,woman,RECRUITER
movie director,0.36233195662498474,0.37347176671028137,0.37747326493263245,person,REGISTA
relating,0.17374853789806366,0.10408511757850647,0.14457346498966217,man,RELAZIONANDOSI
responsible,0.3456113636493683,0.24394875764846802,0.3955012857913971,person,RESPONSABILE
restorer,-0.0697622001171112,-0.06243569403886795,-0.1816703975200653,woman,RESTAURATRICE
researcher,0.15463462471961975,0.17214025557041168,0.0912792831659317,woman,RICERCATORE
researcher,0.15463462471961975,0.17214025557041168,0.0912792831659317,woman,RICERCATRICE
laugh,0.2517545521259308,0.28624579310417175,0.29479676485061646,person,RIDERE
reorder,-0.11941371858119965,-0.07986384630203247,-0.06107271462678909,person,RIORDINARE
unsorcerer,0.22191303968429565,0.206232488155365,0.13274969160556793,man,RIORDINATORE
unsorcerer,0.22191303968429565,0.206232488155365,0.13274969160556793,man,RIORDINATRICE
repair,0.1900595724582672,0.15933814644813538,0.20756018161773682,person,RIPARARE
fix everything,0.3967001736164093,0.35440593957901,0.5137770175933838,person,RIPARARE TUTTO
repairman,0.015111190266907215,0.014411255717277527,-0.09838005900382996,man,RIPARATORE
computer repair,0.2971162796020508,0.24090220034122467,0.3283917009830475,person,RIPARATORE DI COMPUTER
repairman,0.015111190266907215,0.014411255717277527,-0.09838005900382996,man,RIPARATRICE
fixes everything,0.335676908493042,0.3228045105934143,0.4395545721054077,person,RIPARATUTTO
to break,0.5173372626304626,0.44167429208755493,0.5902554392814636,person,ROMPERE
pain asshole,0.09617701172828674,0.15386535227298737,0.1316448450088501,woman,ROMPICOGLIONI
ball breaker,0.25384464859962463,0.20583651959896088,0.26596418023109436,person,ROMPIPALLE
buzzers,-0.1936628669500351,-0.16208988428115845,-0.15866155922412872,person,ROMPISCATOLE
priest,0.3242653012275696,0.23059989511966705,0.1542493849992752,man,SACERDOTE
pole vaulter,0.0664195641875267,0.10105805099010468,-0.0035007901024073362,woman,SALTATRICE CON L'ASTA
butcher,0.1321781426668167,0.06719833612442017,0.008990791626274586,man,SALUMIERE
tailor,0.10365062206983566,0.07407557219266891,0.02267519198358059,man,SARTA
tailor,0.10365062206983566,0.07407557219266891,0.02267519198358059,man,SARTO
chess player,0.37302300333976746,0.26790645718574524,0.2313029021024704,man,SCACCHISTA
climber,0.07144235074520111,0.06396622210741043,0.01055076066404581,man,SCALATORE
slackers,-0.19188877940177917,-0.18679484724998474,-0.15297695994377136,person,SCANSAFATICHE
fool,0.20956355333328247,0.14650997519493103,0.2644384503364563,person,SCEMO
set designer,0.3507736623287201,0.4056088328361511,0.34547433257102966,woman,SCENOGRAFA
slave,0.09169124811887741,0.15196748077869415,0.08089666068553925,woman,SCHIAVA
ski,0.14572718739509583,0.15724501013755798,0.12393341213464737,woman,SCIARE
skier,0.09600653499364853,0.15345638990402222,0.021302126348018646,woman,SCIATORE
skier,0.09600653499364853,0.15345638990402222,0.021302126348018646,woman,SCIATRICE
scientist,0.2574918270111084,0.18187695741653442,0.13793061673641205,man,SCIENZIATA
scientist,0.2574918270111084,0.18187695741653442,0.13793061673641205,man,SCIENZIATO
schoolboy,0.10097438842058182,0.05166880413889885,-0.05929930880665779,man,SCOLARA
schoolkid,-0.2332032024860382,-0.10124677419662476,-0.24553322792053223,woman,SCOLARETTO
schoolboy,0.10097438842058182,0.05166880413889885,-0.05929930880665779,man,SCOLARO
unknown,0.27998247742652893,0.26703089475631714,0.29353761672973633,person,SCONOSCIUTA
unknown,0.27998247742652893,0.26703089475631714,0.29353761672973633,person,SCONOSCIUTO
fuck,0.006708814762532711,0.03333301097154617,0.1232985332608223,person,SCOPARE
writer,0.2622605264186859,0.2887679636478424,0.19178561866283417,woman,SCRITTORE
writer,0.2622605264186859,0.2887679636478424,0.19178561866283417,woman,SCRITTRICE
to write,0.47978803515434265,0.4456068277359009,0.547232985496521,person,SCRIVERE
write to the computer,0.5441675186157227,0.4723868668079376,0.6259647607803345,person,SCRIVERE AL COMPUTER
sculptor,0.11660503596067429,0.11063000559806824,-0.021776467561721802,man,SCULTORE
secretary,0.2904779613018036,0.23206552863121033,0.2077864408493042,man,SEGRETARIA
simplify problems,0.22558842599391937,0.1853669434785843,0.3226773738861084,person,SEMPLIFICARE I PROBLEMI
servant,0.24966935813426971,0.21736614406108856,0.05813346058130264,man,SERVA
